Input voltage [V]    Input voltage [V]     Output Voltage [V]    Maximum error [V]   Maximum error [V]   Maximum error [V]
  Wavetek 9100        Agilent 34410A         Agilent 3458A         Wavetek 9100       Agilent 34410A      Agilent 3458A 
214.70000000        214.69200400             1.333439e+00          1.265500e-01       3.538152e-01        2.933407e-04
214.72500000        214.71954800             1.333629e+00          1.265625e-01       3.538317e-01        2.933540e-04
214.75000000        214.74598000             1.333778e+00          1.265750e-01       3.538476e-01        2.933645e-04
214.77500000        214.76976300             1.333937e+00          1.265875e-01       3.538619e-01        2.933756e-04
214.80000000        214.79526500             1.334094e+00          1.266000e-01       3.538772e-01        2.933866e-04
214.82500000        214.81973300             1.334274e+00          1.266125e-01       3.538918e-01        2.933991e-04
214.85000000        214.84437400             1.334384e+00          1.266250e-01       3.539066e-01        2.934069e-04
214.87500000        214.86879600             1.334532e+00          1.266375e-01       3.539213e-01        2.934172e-04
214.90000000        214.89416500             1.334684e+00          1.266500e-01       3.539365e-01        2.934279e-04
214.92500000        214.91899400             1.334851e+00          1.266625e-01       3.539514e-01        2.934395e-04
214.95000000        214.94411700             1.335061e+00          1.266750e-01       3.539665e-01        2.934542e-04
214.97500000        214.96748800             1.335178e+00          1.266875e-01       3.539805e-01        2.934625e-04
215.00000000        214.99207600             1.335328e+00          1.267000e-01       3.539952e-01        2.934730e-04
215.02500000        215.01774500             1.335484e+00          1.267125e-01       3.540106e-01        2.934839e-04
215.05000000        215.04239700             1.335646e+00          1.267250e-01       3.540254e-01        2.934952e-04
215.07500000        215.06806000             1.335800e+00          1.267375e-01       3.540408e-01        2.935060e-04
215.10000000        215.09435600             1.335930e+00          1.267500e-01       3.540566e-01        2.935151e-04
215.12500000        215.11903700             1.336131e+00          1.267625e-01       3.540714e-01        2.935292e-04
215.15000000        215.14556200             1.336311e+00          1.267750e-01       3.540873e-01        2.935418e-04
215.17500000        215.16851800             1.336440e+00          1.267875e-01       3.541011e-01        2.935508e-04
215.20000000        215.19385800             1.336582e+00          1.268000e-01       3.541163e-01        2.935607e-04
215.22500000        215.21803100             1.336750e+00          1.268125e-01       3.541308e-01        2.935725e-04
215.25000000        215.24154000             1.336892e+00          1.268250e-01       3.541449e-01        2.935824e-04
215.27500000        215.26581800             1.337050e+00          1.268375e-01       3.541595e-01        2.935935e-04
215.30000000        215.29154000             1.337160e+00          1.268500e-01       3.541749e-01        2.936012e-04
215.32500000        215.31988200             1.337351e+00          1.268625e-01       3.541919e-01        2.936146e-04
215.35000000        215.34452300             1.337560e+00          1.268750e-01       3.542067e-01        2.936292e-04
215.37500000        215.36903700             1.337672e+00          1.268875e-01       3.542214e-01        2.936370e-04
215.40000000        215.39464900             1.337832e+00          1.269000e-01       3.542368e-01        2.936483e-04
215.42500000        215.42014500             1.337992e+00          1.269125e-01       3.542521e-01        2.936595e-04
215.45000000        215.44524800             1.338127e+00          1.269250e-01       3.542671e-01        2.936689e-04
215.47500000        215.46949900             1.338284e+00          1.269375e-01       3.542817e-01        2.936799e-04
215.50000000        215.49464100             1.338414e+00          1.269500e-01       3.542968e-01        2.936890e-04
215.52500000        215.51777300             1.338549e+00          1.269625e-01       3.543107e-01        2.936985e-04
215.55000000        215.54336500             1.338742e+00          1.269750e-01       3.543260e-01        2.937119e-04
215.57500000        215.56865300             1.338925e+00          1.269875e-01       3.543412e-01        2.937247e-04
215.60000000        215.59550800             1.339075e+00          1.270000e-01       3.543573e-01        2.937352e-04
215.62500000        215.62016500             1.339242e+00          1.270125e-01       3.543721e-01        2.937469e-04
215.65000000        215.64475500             1.339397e+00          1.270250e-01       3.543869e-01        2.937578e-04
215.67500000        215.66908500             1.339518e+00          1.270375e-01       3.544015e-01        2.937662e-04
215.70000000        215.69415900             1.339684e+00          1.270500e-01       3.544165e-01        2.937779e-04
215.72500000        215.71797200             1.339854e+00          1.270625e-01       3.544308e-01        2.937898e-04
215.75000000        215.74300000             1.339997e+00          1.270750e-01       3.544458e-01        2.937998e-04
215.77500000        215.76754100             1.340127e+00          1.270875e-01       3.544605e-01        2.938089e-04
215.80000000        215.79290400             1.340305e+00          1.271000e-01       3.544757e-01        2.938214e-04
215.82500000        215.81719600             1.340466e+00          1.271125e-01       3.544903e-01        2.938326e-04
215.85000000        215.84433200             1.340627e+00          1.271250e-01       3.545066e-01        2.938439e-04
215.87500000        215.86934100             1.340768e+00          1.271375e-01       3.545216e-01        2.938538e-04
215.90000000        215.89267700             1.340917e+00          1.271500e-01       3.545356e-01        2.938642e-04
215.92500000        215.91839200             1.341057e+00          1.271625e-01       3.545510e-01        2.938740e-04
215.95000000        215.94417100             1.341260e+00          1.271750e-01       3.545665e-01        2.938882e-04
215.97500000        215.97019300             1.341371e+00          1.271875e-01       3.545821e-01        2.938960e-04
216.00000000        215.99502200             1.341527e+00          1.272000e-01       3.545970e-01        2.939069e-04
216.02500000        216.01782000             1.341675e+00          1.272125e-01       3.546107e-01        2.939173e-04
216.05000000        216.04168700             1.341835e+00          1.272250e-01       3.546250e-01        2.939285e-04
216.07500000        216.06856800             1.341985e+00          1.272375e-01       3.546411e-01        2.939389e-04
216.10000000        216.09226700             1.342145e+00          1.272500e-01       3.546554e-01        2.939501e-04
216.12500000        216.11645700             1.342305e+00          1.272625e-01       3.546699e-01        2.939613e-04
216.15000000        216.14211900             1.342468e+00          1.272750e-01       3.546853e-01        2.939727e-04
216.17500000        216.16734700             1.342593e+00          1.272875e-01       3.547004e-01        2.939815e-04
216.20000000        216.19193100             1.342763e+00          1.273000e-01       3.547152e-01        2.939934e-04
216.22500000        216.21620200             1.342949e+00          1.273125e-01       3.547297e-01        2.940064e-04
216.25000000        216.24277000             1.343070e+00          1.273250e-01       3.547457e-01        2.940149e-04
216.27500000        216.26874700             1.343255e+00          1.273375e-01       3.547612e-01        2.940278e-04
